epoch_time,iSYS5220_TrackClass,ui32_objectID,ui16_ageCount,ui16_predictionCount,ui16_staticCount,f32_trackQuality,si16_motion_eventZoneIndex,si16_presence_eventZoneIndex,f32_positionX_m,f32_positionY_m,f32_velocityX_mps,f32_velocityY_mps,f32_velocityInDir_mps,f32_directionX,f32_directionY,f32_distanceToFront_m,f32_distanceToBack_m,f32_length_m,f32_width_m
1633871736.2075744,2,65566,30,0,6000,62.922447204589844,-2,-2,-32.74011993408203,79.83150482177734,-7.793810844421387,8.493289947509766,11.527335166931152,-0.6761155724525452,0.7367956042289734,0.6310869455337524,-0.5828539133071899,1.2139408588409424,2.5
1633871736.2075744,2,64062,37,0,6000,66.0042953491211,-2,-2,127.73957824707031,151.01773071289062,6.872154235839844,5.3756184577941895,8.724894523620605,0.7876489758491516,0.616124153137207,0.3471086919307709,-2.4354770183563232,2.782585620880127,2.5
1633871736.2075744,2,90973,28,0,6000,62.6210823059082,-2,-2,-82.35958862304688,96.7301025390625,4.0341925621032715,-3.6802215576171875,5.460653781890869,0.7387746572494507,-0.673952579498291,0.6152572631835938,-0.8191839456558228,1.6558427810668945,2.5
1633871736.2075744,2,14143,34,0,6000,64.38982391357422,-2,-2,-63.05976867675781,92.11467742919922,-3.6342062950134277,2.606555461883545,4.472313404083252,-0.8126009702682495,0.5828204154968262,-0.11100152879953384,-1.4764007329940796,1.879195213317871,2.5
1633871736.2075744,2,14142,40,0,6000,52.63638687133789,-2,-2,-58.936492919921875,102.29572296142578,-1.1400609016418457,1.628105878829956,1.987578272819519,-0.5735929608345032,0.8191404938697815,0.15488949418067932,-0.8282407522201538,1.042279839515686,2.5
1633871736.2075744,2,14142,37,4,6000,58.77394485473633,-2,-2,-59.631126403808594,102.46418762207031,-1.9685742855072021,2.021730661392212,2.821821928024292,-0.6976252794265747,0.7164628505706787,0.36799049377441406,-0.5382043123245239,1.042279839515686,2.5
1633871736.2075744,2,14142,34,1,6000,60.60921096801758,-2,-2,-59.335845947265625,102.16091918945312,-1.9685742855072021,2.021730661392212,2.821821928024292,-0.6976252794265747,0.7164628505706787,0.36799049377441406,-0.5382043123245239,1.042279839515686,2.5
1633871739.3062663,2,75279,23,0,6000,53.624908447265625,-2,-2,180.4641571044922,218.07415771484375,-9.593620300292969,-10.378602027893066,14.133398056030273,-0.678790807723999,-0.7343316674232483,-0.11041863262653351,-1.0881168842315674,1.017447829246521,2.5
1633871766.7277846,2,75284,24,0,6000,65.97081756591797,-1,-1,0.4991050958633423,50.40725326538086,-0.15256279706954956,2.3508858680725098,2.3558309078216553,-0.06475965678691864,0.9979009628295898,1.1274878978729248,-0.09917555749416351,1.7891809940338135,2.5
1633871767.1171658,2,75284,32,1,6000,71.39718627929688,-2,-2,0.5012843608856201,52.486759185791016,-0.08416730910539627,3.329615592956543,3.330679178237915,-0.025270314887166023,0.9996806979179382,1.4800485372543335,0.007871466688811779,1.7891809940338135,2.5
1633871767.526927,2,75284,40,0,6000,68.94314575195312,-2,-2,0.873350977897644,55.12892532348633,0.21460942924022675,4.332239151000977,4.337551593780518,0.04947708919644356,0.9987752437591553,1.4389092922210693,0.20590674877166748,1.7891809940338135,2.5
1633871767.964767,2,75284,49,1,6000,66.69345092773438,-2,-2,1.0809067487716675,58.5125846862793,0.2957018315792084,5.347031593322754,5.355201721191406,0.0552176833152771,0.9984743595123291,1.5668864250183105,0.23893609642982483,1.7891809940338135,2.5
1633871768.3744311,30,75284,57,1,6000,64.7923583984375,-2,-2,1.1451350450515747,62.41556930541992,0.26071253418922424,6.570277690887451,6.575448036193848,0.039649393409490585,0.999213695526123,1.5862929821014404,0.2585074305534363,1.7891809940338135,2.5
1633871768.7929647,30,75284,65,2,6000,62.25387954711914,-2,-2,1.0210175514221191,65.9563217163086,0.10473670065402985,7.197104454040527,7.197866439819336,0.014551076106727123,0.9998941421508789,1.5905627012252808,0.26278579235076904,1.7891809940338135,2.5
1633871769.2239068,2,75285,28,0,6000,63.95693588256836,-2,-2,-19.085330963134766,64.75530242919922,-6.885412693023682,7.619871139526367,10.26992416381836,-0.6704443693161011,0.741959810256958,0.7133112549781799,-0.11004122346639633,0.965153157711029,2.5
1633871769.2239068,30,75284,74,3,6000,64.45170593261719,-2,-2,0.9789323806762695,70.34856414794922,0.04705491662025452,7.946317672729492,7.9464569091796875,0.005921496544033289,0.999982476234436,1.594329595565796,0.26662296056747437,1.7891809940338135,2.5
1633871769.6568873,2,75285,37,3,6000,59.732460021972656,-2,-2,-22.697147369384766,68.69390869140625,-7.2978291511535645,8.010964393615723,10.836690902709961,-0.6734370589256287,0.7392445206642151,0.7018181085586548,-0.18649262189865112,0.965153157711029,2.5
1633871769.6568873,30,75284,83,12,6000,64.9315185546875,-2,-2,1.0001072883605957,73.92440795898438,0.04705491662025452,7.946317672729492,7.9464569091796875,0.005921496544033289,0.999982476234436,1.594329595565796,0.26662296056747437,1.7891809940338135,2.5
